"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P12","2ddd0f77-d3b8-46c5-ad05-5a0e07bc3004","50","bot","Okay; is this <b>the last step</b> that you performed: ""I tap new additive""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","51","yes","","","Grow_Tracker","2.3.1"
"P12","2ddd0f77-d3b8-46c5-ad05-5a0e07bc3004","51","user","yes","","","","","","","","Grow_Tracker","2.3.1"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","1","user","P13","","","y","2","Hi P13; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","2","bot","Hi P13; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 2","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","3","user","; selectedValues = 2","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Android Token","CONFIRM_APP","OB_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Android Token","CONFIRM_APP","OB_DESCRIPTION","y","5","app crashes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","5","user","app crashes","","","y","6","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","6","bot","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","y","7","app stops working","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","7","user","app stops working","","","y","8","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","8","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","9","app should delete the token","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","9","user","app should delete the token","","","y","10","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","10","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","11","I click ""more options"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","11","user","I click ""more options"" icon","","","y","12","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","12","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","13","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","13","user","yes","","","y","14","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","14","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","15","I click ""add token""","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","15","user","I click ""add token""","","","y","16","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","16","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","17","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","17","user","yes","","","y","18","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","18","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","19","I name the token ""test""","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","19","user","I name the token ""test""","","","y","20","Oops; the terms ""name"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","20","bot","Oops; the terms ""name"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","21","I name the token ""test“","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","21","user","I name the token ""test“","","","y","22","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","22","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","23","I click ""next"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","23","user","I click ""next"" icon","","","y","24","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","24","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","25","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","25","user","yes","","","y","26","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","26","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","27","I click ""generate random seed""","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","27","user","I click ""generate random seed""","","","y","28","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","28","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","29","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","29","user","yes","","","y","30","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","30","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","31","I click ""complete"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","31","user","I click ""complete"" icon","","","y","32","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","32","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","33","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","33","user","yes","","","y","34","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","34","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","35","I click ""more options"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","35","user","I click ""more options"" icon","","","y","36","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","36","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","37","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","37","user","yes","","","y","38","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","38","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","39","I click ""delete token"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","39","user","I click ""delete token"" icon","","","y","40","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","40","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","41","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","41","user","yes","","","y","42","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","42","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","43","I choose ""test""","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","43","user","I choose ""test""","","","y","44","Oops; the terms """"test"""" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","44","bot","Oops; the terms """"test"""" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","45","I choose the token generated","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","45","user","I choose the token generated","","","y","46","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","46","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","47","I click ""ok"" icon","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","47","user","I click ""ok"" icon","","","y","48","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","48","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","49","yes","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","49","user","yes","","","y","50","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","50","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","51","this is the last step","","","Android_Token","2.10"
"P13","1bf66f2b-9a9b-4dc9-af69-9c1b2712e65d","51","user","this is the last step","","","","","","","","Android_Token","2.10"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","1","user","P13","","","y","2","Hi P13; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","2","bot","Hi P13; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 7","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","3","user","; selectedValues = 7","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on AntennaPod","CONFIRM_APP","OB_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on AntennaPod","CONFIRM_APP","OB_DESCRIPTION","y","5","cannot add podcast","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","5","user","cannot add podcast","","","y","6","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","6","bot","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","y","7","cannot find podcast in directory","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","7","user","cannot find podcast in directory","","","y","8","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","8","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","9","the app should be able to identify the podcast with the keyword provided","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","9","user","the app should be able to identify the podcast with the keyword provided","","","y","10","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","10","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","11","the app should be able to find the podcast using ITunes","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","11","user","the app should be able to find the podcast using ITunes","","","y","12","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","12","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","13","I click ""add podcast"" in the sidebar","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","13","user","I click ""add podcast"" in the sidebar","","","y","14","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","14","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","15","yes","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","15","user","yes","","","y","16","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","16","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","17","I click ""search Itunes""","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","17","user","I click ""search Itunes""","","","y","18","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","18","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","19","yes","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","19","user","yes","","","y","20","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","20","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","21","I type ""mis"" in the search bar and press enter.","","","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","21","user","I type ""mis"" in the search bar and press enter.","","","y","22","Oops; the terms """"mis"" in search bar"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P13","130e049f-fb2b-4458-a031-a079937d05fa","22","bot","Oops; the terms """"mis"" in search bar"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","23","I search with keyword ""mis""","","","AntennaPod","1.6.2.3"
